77,79,79,77,74,76,76,81,65,68,66,66,74,73,72,68,67,73,63,62,72,67,76,69,68,64,64,61,69,68,73,75,70,66,64,70,70,70,73,76,79,73,65,63
65,66,71,72,67,75,76,83,70,74,70,76,70,68,63,71,69,76,72,73,76,80,69,68,57,59,59,56,62,68,75,73,65,61,69,73,66,70,63,65,65,67,53,42
73,80,82,84,71,71,77,75,61,58,69,72,63,62,56,54,58,52,70,69,78,76,72,76,58,63,62,62,58,57,74,77,57,62,60,53,68,69,55,49,63,63,56,48
61,68,62,70,76,79,71,71,73,77,75,77,68,73,72,72,71,68,72,75,81,80,72,73,61,67,62,61,66,68,72,71,67,67,69,69,66,71,67,66,74,71,58,58
62,80,54,68,66,70,68,69,68,70,63,70,68,58,57,50,68,65,66,70,68,65,65,74,53,61,59,67,68,72,74,72,61,61,67,69,64,72,68,70,61,60,55,63
40,73,61,74,61,67,56,75,64,71,75,76,63,61,56,67,70,73,69,60,74,63,65,73,57,63,66,69,60,66,72,71,57,64,64,69,67,68,59,66,55,62,51,60
63,54,76,69,72,66,69,66,61,53,72,65,72,74,69,65,71,67,59,59,70,70,76,71,62,65,64,59,69,62,77,77,66,65,71,69,59,54,71,62,65,69,54,56
64,72,70,74,63,70,73,74,61,69,65,75,61,71,65,67,73,69,72,71,74,81,69,69,65,65,78,75,67,71,66,74,54,60,64,68,64,68,69,71,65,65,56,58
76,69,78,73,68,67,75,70,77,70,79,73,79,75,74,71,76,68,81,79,77,78,75,76,66,76,65,67,67,57,68,75,50,62,62,59,47,49,75,65,74,70,51,48
69,55,75,73,63,64,70,66,61,75,77,75,74,76,63,61,73,75,49,67,72,69,66,74,48,48,53,66,64,68,71,71,60,64,62,68,67,74,65,70,63,64,50,52
57,47,64,71,63,69,64,71,61,60,67,65,69,69,65,68,73,68,71,65,81,69,78,73,74,73,74,62,64,70,76,77,65,62,75,74,58,57,66,68,68,72,55,56
59,75,77,80,60,64,70,67,54,68,78,77,69,64,57,56,59,57,71,70,79,77,67,65,54,54,61,58,61,64,79,74,67,66,60,58,70,72,60,65,61,60,51,52
77,61,71,69,70,66,57,55,67,67,79,72,79,71,64,54,62,63,39,47,75,76,67,71,63,44,22,25,21,18,72,79,57,58,48,40,41,39,19,16,68,72,56,65
59,62,72,74,66,66,74,76,63,67,72,76,71,74,66,64,70,69,63,66,70,72,70,76,65,69,61,66,64,65,67,72,57,63,65,71,67,69,77,78,77,76,70,70
64,66,68,71,62,64,74,73,63,67,66,74,70,74,59,64,75,73,70,66,79,81,79,78,61,62,76,72,67,67,71,75,65,62,70,69,68,65,75,72,62,64,57,54
66,65,69,68,75,63,77,77,68,68,69,68,69,67,71,65,70,69,70,63,77,71,63,63,65,56,66,65,72,70,78,74,64,63,70,71,73,69,77,70,70,62,57,52
57,43,62,50,43,57,61,44,44,24,53,36,60,69,58,61,30,32,61,63,75,72,62,71,42,44,67,74,29,19,76,77,65,66,41,41,57,46,27,12,41,52,42,49
67,66,67,65,74,65,76,70,71,68,70,68,69,65,70,70,72,72,76,71,77,72,64,49,45,35,71,67,67,64,72,66,62,57,74,72,72,69,72,66,76,71,58,45
66,65,72,74,59,61,67,65,59,58,70,72,71,67,58,52,64,63,73,71,78,59,75,72,54,45,66,64,61,60,73,74,58,57,60,59,74,71,75,74,70,66,63,61
72,73,62,66,66,64,70,75,62,67,72,74,70,70,69,62,69,69,73,70,67,64,63,53,47,35,70,71,66,67,70,73,57,57,68,68,61,60,70,61,66,53,50,46
80,74,82,77,74,74,73,77,64,61,73,73,73,72,62,66,66,68,63,61,69,75,70,75,59,64,63,69,66,66,70,77,62,62,60,65,67,66,74,71,66,71,59,62
67,80,73,76,74,69,78,81,67,68,72,79,74,77,65,65,64,66,71,74,79,81,68,69,59,63,62,63,67,66,73,73,61,65,65,66,65,72,69,63,70,67,58,56
67,66,65,77,66,70,72,72,72,67,76,72,73,76,74,71,74,73,69,61,78,70,76,73,70,70,62,51,70,68,79,77,75,68,72,71,69,63,65,61,73,73,64,67
78,73,68,74,68,69,63,74,68,67,73,73,66,71,64,67,66,68,61,66,75,71,60,62,64,66,65,67,66,62,74,75,61,61,63,66,68,65,71,62,69,67,61,59
59,57,70,72,62,44,76,72,53,56,69,68,68,66,55,51,67,69,59,55,76,69,60,58,56,54,66,53,51,38,70,67,71,65,65,60,66,71,68,46,76,51,66,61
66,67,63,70,69,70,73,72,61,62,68,68,70,71,71,67,71,69,65,65,76,78,71,70,65,64,68,71,70,71,73,74,58,63,68,71,70,72,77,79,79,79,66,66
83,64,66,67,67,74,74,72,64,68,75,73,78,73,72,57,71,67,73,65,78,73,76,69,63,57,63,53,67,60,77,74,69,64,67,64,69,63,68,54,65,64,43,42
70,60,75,78,69,69,68,71,68,59,76,69,73,71,67,65,66,63,75,65,75,72,77,79,75,75,70,64,73,75,76,74,63,61,64,63,66,64,72,75,73,72,64,61
72,61,64,66,64,59,68,66,76,66,77,75,71,72,72,62,72,68,77,78,77,81,67,67,69,68,65,68,69,64,72,73,56,56,69,64,67,71,69,68,65,73,56,52
61,66,70,74,59,64,72,73,64,65,72,72,70,72,64,62,72,74,65,69,75,75,74,76,65,64,74,73,65,70,67,72,53,56,65,68,66,68,75,80,71,75,61,64
68,63,67,67,65,72,74,72,70,71,79,71,72,67,68,69,75,79,67,65,78,69,72,67,64,59,67,65,73,70,80,69,63,61,70,70,70,67,77,71,77,72,68,59
65,65,71,77,70,68,73,72,68,65,78,75,77,65,61,58,71,61,76,77,76,75,65,72,57,43,69,68,67,67,70,66,57,59,66,59,64,61,63,58,63,54,34,27
69,71,70,78,61,63,67,65,59,59,66,69,71,75,65,58,60,55,62,59,67,66,74,74,64,60,57,54,70,73,69,76,62,64,61,61,66,65,72,73,68,68,59,63
78,76,71,72,65,71,75,74,70,64,65,76,65,73,59,57,65,65,73,73,81,80,68,66,59,44,62,63,62,59,71,74,59,60,64,61,77,76,62,67,44,42,44,30
73,76,68,74,56,59,73,76,54,48,75,78,47,53,25,19,60,56,56,54,80,79,47,53,19,14,58,50,67,71,63,54,49,48,66,65,62,58,57,72,31,30,15,11
